,year,gross,popularity,imdb_score,vote_average,genre
0,2009,2550965087,18.0,7.9,7.2,Action
1,2009,2550965087,18.0,7.5,7.2,Action
2,2009,2550965087,18.0,6.0,7.2,Action
3,2009,2550965087,18.0,6.6,7.2,Action
4,2009,2550965087,18.0,5.8,7.2,Action
5,2009,2550965087,18.0,6.8,7.2,Action
6,2009,2550965087,18.0,8.3,7.2,Action
7,2009,2550965087,18.0,6.5,7.2,Action
9,2009,2550965087,18.0,5.9,7.2,Action
10,2009,2550965087,18.0,6.7,7.2,Action
12,2009,2550965087,18.0,5.1,7.2,Action
13,2009,2550965087,18.0,8.0,7.2,Action
14,2009,2550965087,18.0,7.7,7.2,Action
15,2009,2550965087,18.0,7.1,7.2,Action
16,2009,2550965087,18.0,7.0,7.2,Action
17,2009,2550965087,18.0,6.4,7.2,Action
19,2009,2550965087,18.0,5.4,7.2,Action
23,2009,2550965087,18.0,7.6,7.2,Action
25,2009,2550965087,18.0,6.3,7.2,Action
27,2009,2550965087,18.0,7.8,7.2,Action
32,2009,2550965087,18.0,4.5,7.2,Action
33,2009,2550965087,18.0,7.2,7.2,Action
35,2009,2550965087,18.0,5.5,7.2,Action
36,2009,2550965087,18.0,7.3,7.2,Action
38,2009,2550965087,18.0,4.9,7.2,Action
39,2009,2550965087,18.0,7.4,7.2,Action
41,2009,2550965087,18.0,6.2,7.2,Action
42,2009,2550965087,18.0,6.1,7.2,Action
44,2009,2550965087,18.0,4.7,7.2,Action
45,2009,2550965087,18.0,5.6,7.2,Action
47,2009,2550965087,18.0,4.6,7.2,Action
49,2009,2550965087,18.0,5.7,7.2,Action
53,2009,2550965087,18.0,3.7,7.2,Action
63,2009,2550965087,18.0,5.2,7.2,Action
70,2009,2550965087,18.0,5.3,7.2,Action
79,2009,2550965087,18.0,4.2,7.2,Action
85,2009,2550965087,18.0,2.7,7.2,Action
93,2009,2550965087,18.0,3.5,7.2,Action
97,2009,2550965087,18.0,2.9,7.2,Action
102,2009,2550965087,18.0,6.9,7.2,Action
115,2009,2550965087,18.0,4.1,7.2,Action
119,2009,2550965087,18.0,5.0,7.2,Action
129,2009,2550965087,18.0,4.8,7.2,Action
132,2009,2550965087,18.0,8.1,7.2,Action
144,2009,2550965087,18.0,3.6,7.2,Action
167,2009,2550965087,18.0,3.8,7.2,Action
215,2009,2550965087,18.0,8.2,7.2,Action
239,2009,2550965087,18.0,2.8,7.2,Action
241,2009,2550965087,18.0,3.4,7.2,Action
245,2009,2550965087,18.0,3.1,7.2,Action
246,2009,2550965087,18.0,4.0,7.2,Action
251,2009,2550965087,18.0,3.2,7.2,Action
260,2009,2550965087,18.0,7.9,7.2,Adventure
261,2009,2550965087,18.0,7.5,7.2,Adventure
262,2009,2550965087,18.0,6.0,7.2,Adventure
263,2009,2550965087,18.0,6.6,7.2,Adventure
264,2009,2550965087,18.0,5.8,7.2,Adventure
265,2009,2550965087,18.0,6.8,7.2,Adventure
266,2009,2550965087,18.0,8.3,7.2,Adventure
267,2009,2550965087,18.0,6.5,7.2,Adventure
269,2009,2550965087,18.0,5.9,7.2,Adventure
270,2009,2550965087,18.0,6.7,7.2,Adventure
272,2009,2550965087,18.0,5.1,7.2,Adventure
273,2009,2550965087,18.0,8.0,7.2,Adventure
274,2009,2550965087,18.0,7.7,7.2,Adventure
275,2009,2550965087,18.0,7.1,7.2,Adventure
276,2009,2550965087,18.0,7.0,7.2,Adventure
277,2009,2550965087,18.0,6.4,7.2,Adventure
279,2009,2550965087,18.0,5.4,7.2,Adventure
283,2009,2550965087,18.0,7.6,7.2,Adventure
285,2009,2550965087,18.0,6.3,7.2,Adventure
287,2009,2550965087,18.0,7.8,7.2,Adventure
292,2009,2550965087,18.0,4.5,7.2,Adventure
293,2009,2550965087,18.0,7.2,7.2,Adventure
295,2009,2550965087,18.0,5.5,7.2,Adventure
296,2009,2550965087,18.0,7.3,7.2,Adventure
298,2009,2550965087,18.0,4.9,7.2,Adventure
299,2009,2550965087,18.0,7.4,7.2,Adventure
301,2009,2550965087,18.0,6.2,7.2,Adventure
302,2009,2550965087,18.0,6.1,7.2,Adventure
304,2009,2550965087,18.0,4.7,7.2,Adventure
305,2009,2550965087,18.0,5.6,7.2,Adventure
307,2009,2550965087,18.0,4.6,7.2,Adventure
309,2009,2550965087,18.0,5.7,7.2,Adventure
313,2009,2550965087,18.0,3.7,7.2,Adventure
323,2009,2550965087,18.0,5.2,7.2,Adventure
330,2009,2550965087,18.0,5.3,7.2,Adventure
339,2009,2550965087,18.0,4.2,7.2,Adventure
345,2009,2550965087,18.0,2.7,7.2,Adventure
353,2009,2550965087,18.0,3.5,7.2,Adventure
357,2009,2550965087,18.0,2.9,7.2,Adventure
362,2009,2550965087,18.0,6.9,7.2,Adventure
375,2009,2550965087,18.0,4.1,7.2,Adventure
379,2009,2550965087,18.0,5.0,7.2,Adventure
389,2009,2550965087,18.0,4.8,7.2,Adventure
392,2009,2550965087,18.0,8.1,7.2,Adventure
404,2009,2550965087,18.0,3.6,7.2,Adventure
427,2009,2550965087,18.0,3.8,7.2,Adventure
475,2009,2550965087,18.0,8.2,7.2,Adventure
499,2009,2550965087,18.0,2.8,7.2,Adventure
501,2009,2550965087,18.0,3.4,7.2,Adventure
505,2009,2550965087,18.0,3.1,7.2,Adventure
506,2009,2550965087,18.0,4.0,7.2,Adventure
511,2009,2550965087,18.0,3.2,7.2,Adventure
520,2009,2550965087,18.0,7.9,7.2,Fantasy
521,2009,2550965087,18.0,7.5,7.2,Fantasy
522,2009,2550965087,18.0,6.0,7.2,Fantasy
523,2009,2550965087,18.0,6.6,7.2,Fantasy
524,2009,2550965087,18.0,5.8,7.2,Fantasy
525,2009,2550965087,18.0,6.8,7.2,Fantasy
526,2009,2550965087,18.0,8.3,7.2,Fantasy
527,2009,2550965087,18.0,6.5,7.2,Fantasy
529,2009,2550965087,18.0,5.9,7.2,Fantasy
530,2009,2550965087,18.0,6.7,7.2,Fantasy
532,2009,2550965087,18.0,5.1,7.2,Fantasy
533,2009,2550965087,18.0,8.0,7.2,Fantasy
534,2009,2550965087,18.0,7.7,7.2,Fantasy
535,2009,2550965087,18.0,7.1,7.2,Fantasy
536,2009,2550965087,18.0,7.0,7.2,Fantasy
537,2009,2550965087,18.0,6.4,7.2,Fantasy
539,2009,2550965087,18.0,5.4,7.2,Fantasy
543,2009,2550965087,18.0,7.6,7.2,Fantasy
545,2009,2550965087,18.0,6.3,7.2,Fantasy
547,2009,2550965087,18.0,7.8,7.2,Fantasy
552,2009,2550965087,18.0,4.5,7.2,Fantasy
553,2009,2550965087,18.0,7.2,7.2,Fantasy
555,2009,2550965087,18.0,5.5,7.2,Fantasy
556,2009,2550965087,18.0,7.3,7.2,Fantasy
558,2009,2550965087,18.0,4.9,7.2,Fantasy
559,2009,2550965087,18.0,7.4,7.2,Fantasy
561,2009,2550965087,18.0,6.2,7.2,Fantasy
562,2009,2550965087,18.0,6.1,7.2,Fantasy
564,2009,2550965087,18.0,4.7,7.2,Fantasy
565,2009,2550965087,18.0,5.6,7.2,Fantasy
567,2009,2550965087,18.0,4.6,7.2,Fantasy
569,2009,2550965087,18.0,5.7,7.2,Fantasy
573,2009,2550965087,18.0,3.7,7.2,Fantasy
583,2009,2550965087,18.0,5.2,7.2,Fantasy
590,2009,2550965087,18.0,5.3,7.2,Fantasy
599,2009,2550965087,18.0,4.2,7.2,Fantasy
605,2009,2550965087,18.0,2.7,7.2,Fantasy
613,2009,2550965087,18.0,3.5,7.2,Fantasy
617,2009,2550965087,18.0,2.9,7.2,Fantasy
622,2009,2550965087,18.0,6.9,7.2,Fantasy
635,2009,2550965087,18.0,4.1,7.2,Fantasy
639,2009,2550965087,18.0,5.0,7.2,Fantasy
649,2009,2550965087,18.0,4.8,7.2,Fantasy
652,2009,2550965087,18.0,8.1,7.2,Fantasy
664,2009,2550965087,18.0,3.6,7.2,Fantasy
687,2009,2550965087,18.0,3.8,7.2,Fantasy
735,2009,2550965087,18.0,8.2,7.2,Fantasy
759,2009,2550965087,18.0,2.8,7.2,Fantasy
761,2009,2550965087,18.0,3.4,7.2,Fantasy
765,2009,2550965087,18.0,3.1,7.2,Fantasy
766,2009,2550965087,18.0,4.0,7.2,Fantasy
771,2009,2550965087,18.0,3.2,7.2,Fantasy
780,2009,2550965087,18.0,7.9,7.2,Science Fiction
781,2009,2550965087,18.0,7.5,7.2,Science Fiction
782,2009,2550965087,18.0,6.0,7.2,Science Fiction
783,2009,2550965087,18.0,6.6,7.2,Science Fiction
784,2009,2550965087,18.0,5.8,7.2,Science Fiction
785,2009,2550965087,18.0,6.8,7.2,Science Fiction
786,2009,2550965087,18.0,8.3,7.2,Science Fiction
787,2009,2550965087,18.0,6.5,7.2,Science Fiction
789,2009,2550965087,18.0,5.9,7.2,Science Fiction
790,2009,2550965087,18.0,6.7,7.2,Science Fiction
792,2009,2550965087,18.0,5.1,7.2,Science Fiction
793,2009,2550965087,18.0,8.0,7.2,Science Fiction
794,2009,2550965087,18.0,7.7,7.2,Science Fiction
795,2009,2550965087,18.0,7.1,7.2,Science Fiction
796,2009,2550965087,18.0,7.0,7.2,Science Fiction
797,2009,2550965087,18.0,6.4,7.2,Science Fiction
799,2009,2550965087,18.0,5.4,7.2,Science Fiction
803,2009,2550965087,18.0,7.6,7.2,Science Fiction
805,2009,2550965087,18.0,6.3,7.2,Science Fiction
807,2009,2550965087,18.0,7.8,7.2,Science Fiction
812,2009,2550965087,18.0,4.5,7.2,Science Fiction
813,2009,2550965087,18.0,7.2,7.2,Science Fiction
815,2009,2550965087,18.0,5.5,7.2,Science Fiction
816,2009,2550965087,18.0,7.3,7.2,Science Fiction
818,2009,2550965087,18.0,4.9,7.2,Science Fiction
819,2009,2550965087,18.0,7.4,7.2,Science Fiction
821,2009,2550965087,18.0,6.2,7.2,Science Fiction
822,2009,2550965087,18.0,6.1,7.2,Science Fiction
824,2009,2550965087,18.0,4.7,7.2,Science Fiction
825,2009,2550965087,18.0,5.6,7.2,Science Fiction
827,2009,2550965087,18.0,4.6,7.2,Science Fiction
829,2009,2550965087,18.0,5.7,7.2,Science Fiction
833,2009,2550965087,18.0,3.7,7.2,Science Fiction
843,2009,2550965087,18.0,5.2,7.2,Science Fiction
850,2009,2550965087,18.0,5.3,7.2,Science Fiction
859,2009,2550965087,18.0,4.2,7.2,Science Fiction
865,2009,2550965087,18.0,2.7,7.2,Science Fiction
873,2009,2550965087,18.0,3.5,7.2,Science Fiction
877,2009,2550965087,18.0,2.9,7.2,Science Fiction
882,2009,2550965087,18.0,6.9,7.2,Science Fiction
895,2009,2550965087,18.0,4.1,7.2,Science Fiction
899,2009,2550965087,18.0,5.0,7.2,Science Fiction
909,2009,2550965087,18.0,4.8,7.2,Science Fiction
912,2009,2550965087,18.0,8.1,7.2,Science Fiction
924,2009,2550965087,18.0,3.6,7.2,Science Fiction
947,2009,2550965087,18.0,3.8,7.2,Science Fiction
995,2009,2550965087,18.0,8.2,7.2,Science Fiction
1019,2009,2550965087,18.0,2.8,7.2,Science Fiction
1021,2009,2550965087,18.0,3.4,7.2,Science Fiction
1025,2009,2550965087,18.0,3.1,7.2,Science Fiction
1026,2009,2550965087,18.0,4.0,7.2,Science Fiction
1031,2009,2550965087,18.0,3.2,7.2,Science Fiction
1040,2007,661000000,16.7,7.1,6.9,Adventure
1041,2007,661000000,16.7,6.2,6.9,Adventure
1042,2007,661000000,16.7,6.1,6.9,Adventure
1044,2007,661000000,16.7,5.4,6.9,Adventure
1047,2007,661000000,16.7,7.5,6.9,Adventure
1048,2007,661000000,16.7,7.2,6.9,Adventure
1049,2007,661000000,16.7,8.0,6.9,Adventure
1051,2007,661000000,16.7,6.3,6.9,Adventure
1052,2007,661000000,16.7,8.1,6.9,Adventure
1053,2007,661000000,16.7,5.6,6.9,Adventure
1054,2007,661000000,16.7,5.2,6.9,Adventure
1056,2007,661000000,16.7,7.8,6.9,Adventure
1057,2007,661000000,16.7,6.8,6.9,Adventure
1059,2007,661000000,16.7,6.9,6.9,Adventure
1060,2007,661000000,16.7,7.7,6.9,Adventure
1061,2007,661000000,16.7,5.9,6.9,Adventure
1062,2007,661000000,16.7,6.7,6.9,Adventure
1065,2007,661000000,16.7,7.4,6.9,Adventure
1071,2007,661000000,16.7,3.8,6.9,Adventure
1074,2007,661000000,16.7,7.6,6.9,Adventure
1082,2007,661000000,16.7,6.4,6.9,Adventure
1083,2007,661000000,16.7,4.7,6.9,Adventure
1084,2007,661000000,16.7,6.5,6.9,Adventure
1085,2007,661000000,16.7,5.7,6.9,Adventure
1086,2007,661000000,16.7,7.3,6.9,Adventure
1091,2007,661000000,16.7,4.8,6.9,Adventure
1093,2007,661000000,16.7,5.3,6.9,Adventure
1097,2007,661000000,16.7,3.6,6.9,Adventure
1100,2007,661000000,16.7,6.6,6.9,Adventure
1106,2007,661000000,16.7,7.0,6.9,Adventure
1126,2007,661000000,16.7,2.3,6.9,Adventure
1130,2007,661000000,16.7,8.2,6.9,Adventure
1134,2007,661000000,16.7,4.5,6.9,Adventure
1141,2007,661000000,16.7,3.3,6.9,Adventure
1144,2007,661000000,16.7,7.9,6.9,Adventure
1150,2007,661000000,16.7,5.1,6.9,Adventure
1151,2007,661000000,16.7,8.4,6.9,Adventure
1153,2007,661000000,16.7,5.5,6.9,Adventure
1167,2007,661000000,16.7,5.8,6.9,Adventure
1175,2007,661000000,16.7,3.9,6.9,Adventure
1191,2007,661000000,16.7,2.0,6.9,Adventure
1195,2007,661000000,16.7,2.9,6.9,Adventure
1196,2007,661000000,16.7,5.0,6.9,Adventure
1209,2007,661000000,16.7,6.0,6.9,Adventure
1211,2007,661000000,16.7,8.3,6.9,Adventure
1214,2007,661000000,16.7,4.6,6.9,Adventure
1242,2007,661000000,16.7,4.1,6.9,Adventure
1244,2007,661000000,16.7,7.1,6.9,Fantasy
1245,2007,661000000,16.7,6.2,6.9,Fantasy
1246,2007,661000000,16.7,6.1,6.9,Fantasy
1248,2007,661000000,16.7,5.4,6.9,Fantasy
1251,2007,661000000,16.7,7.5,6.9,Fantasy
1252,2007,661000000,16.7,7.2,6.9,Fantasy
1253,2007,661000000,16.7,8.0,6.9,Fantasy
1255,2007,661000000,16.7,6.3,6.9,Fantasy
1256,2007,661000000,16.7,8.1,6.9,Fantasy
1257,2007,661000000,16.7,5.6,6.9,Fantasy
1258,2007,661000000,16.7,5.2,6.9,Fantasy
1260,2007,661000000,16.7,7.8,6.9,Fantasy
1261,2007,661000000,16.7,6.8,6.9,Fantasy
1263,2007,661000000,16.7,6.9,6.9,Fantasy
1264,2007,661000000,16.7,7.7,6.9,Fantasy
1265,2007,661000000,16.7,5.9,6.9,Fantasy
1266,2007,661000000,16.7,6.7,6.9,Fantasy
1269,2007,661000000,16.7,7.4,6.9,Fantasy
1275,2007,661000000,16.7,3.8,6.9,Fantasy
1278,2007,661000000,16.7,7.6,6.9,Fantasy
1286,2007,661000000,16.7,6.4,6.9,Fantasy
1287,2007,661000000,16.7,4.7,6.9,Fantasy
1288,2007,661000000,16.7,6.5,6.9,Fantasy
1289,2007,661000000,16.7,5.7,6.9,Fantasy
1290,2007,661000000,16.7,7.3,6.9,Fantasy
1295,2007,661000000,16.7,4.8,6.9,Fantasy
1297,2007,661000000,16.7,5.3,6.9,Fantasy
1301,2007,661000000,16.7,3.6,6.9,Fantasy
1304,2007,661000000,16.7,6.6,6.9,Fantasy
1310,2007,661000000,16.7,7.0,6.9,Fantasy
1330,2007,661000000,16.7,2.3,6.9,Fantasy
1334,2007,661000000,16.7,8.2,6.9,Fantasy
1338,2007,661000000,16.7,4.5,6.9,Fantasy
1345,2007,661000000,16.7,3.3,6.9,Fantasy
1348,2007,661000000,16.7,7.9,6.9,Fantasy
1354,2007,661000000,16.7,5.1,6.9,Fantasy
1355,2007,661000000,16.7,8.4,6.9,Fantasy
1357,2007,661000000,16.7,5.5,6.9,Fantasy
1371,2007,661000000,16.7,5.8,6.9,Fantasy
1379,2007,661000000,16.7,3.9,6.9,Fantasy
1395,2007,661000000,16.7,2.0,6.9,Fantasy
1399,2007,661000000,16.7,2.9,6.9,Fantasy
1400,2007,661000000,16.7,5.0,6.9,Fantasy
1413,2007,661000000,16.7,6.0,6.9,Fantasy
1415,2007,661000000,16.7,8.3,6.9,Fantasy
1418,2007,661000000,16.7,4.6,6.9,Fantasy
1446,2007,661000000,16.7,4.1,6.9,Fantasy
1448,2007,661000000,16.7,7.1,6.9,Action
1449,2007,661000000,16.7,6.2,6.9,Action
1450,2007,661000000,16.7,6.1,6.9,Action
1452,2007,661000000,16.7,5.4,6.9,Action
1455,2007,661000000,16.7,7.5,6.9,Action
1456,2007,661000000,16.7,7.2,6.9,Action
1457,2007,661000000,16.7,8.0,6.9,Action
1459,2007,661000000,16.7,6.3,6.9,Action
1460,2007,661000000,16.7,8.1,6.9,Action
1461,2007,661000000,16.7,5.6,6.9,Action
1462,2007,661000000,16.7,5.2,6.9,Action
1464,2007,661000000,16.7,7.8,6.9,Action
1465,2007,661000000,16.7,6.8,6.9,Action
1467,2007,661000000,16.7,6.9,6.9,Action
1468,2007,661000000,16.7,7.7,6.9,Action
1469,2007,661000000,16.7,5.9,6.9,Action
1470,2007,661000000,16.7,6.7,6.9,Action
1473,2007,661000000,16.7,7.4,6.9,Action
1479,2007,661000000,16.7,3.8,6.9,Action
1482,2007,661000000,16.7,7.6,6.9,Action
1490,2007,661000000,16.7,6.4,6.9,Action
1491,2007,661000000,16.7,4.7,6.9,Action
1492,2007,661000000,16.7,6.5,6.9,Action
1493,2007,661000000,16.7,5.7,6.9,Action
1494,2007,661000000,16.7,7.3,6.9,Action
1499,2007,661000000,16.7,4.8,6.9,Action
1501,2007,661000000,16.7,5.3,6.9,Action
1505,2007,661000000,16.7,3.6,6.9,Action
1508,2007,661000000,16.7,6.6,6.9,Action
1514,2007,661000000,16.7,7.0,6.9,Action
1534,2007,661000000,16.7,2.3,6.9,Action
1538,2007,661000000,16.7,8.2,6.9,Action
1542,2007,661000000,16.7,4.5,6.9,Action
1549,2007,661000000,16.7,3.3,6.9,Action
1552,2007,661000000,16.7,7.9,6.9,Action
1558,2007,661000000,16.7,5.1,6.9,Action
1559,2007,661000000,16.7,8.4,6.9,Action
1561,2007,661000000,16.7,5.5,6.9,Action
1575,2007,661000000,16.7,5.8,6.9,Action
1583,2007,661000000,16.7,3.9,6.9,Action
1599,2007,661000000,16.7,2.0,6.9,Action
1603,2007,661000000,16.7,2.9,6.9,Action
1604,2007,661000000,16.7,5.0,6.9,Action
1617,2007,661000000,16.7,6.0,6.9,Action
1619,2007,661000000,16.7,8.3,6.9,Action
1622,2007,661000000,16.7,4.6,6.9,Action
1650,2007,661000000,16.7,4.1,6.9,Action
1652,2015,635674609,13.1,6.8,6.3,Action
1653,2015,635674609,13.1,7.5,6.3,Action
1654,2015,635674609,13.1,7.0,6.3,Action
1655,2015,635674609,13.1,7.2,6.3,Action
1657,2015,635674609,13.1,5.4,6.3,Action
1658,2015,635674609,13.1,8.3,6.3,Action
1659,2015,635674609,13.1,4.5,6.3,Action
1660,2015,635674609,13.1,6.5,6.3,Action
1661,2015,635674609,13.1,6.6,6.3,Action
1663,2015,635674609,13.1,8.1,6.3,Action
1664,2015,635674609,13.1,7.4,6.3,Action
1665,2015,635674609,13.1,5.8,6.3,Action
1668,2015,635674609,13.1,6.7,6.3,Action
1669,2015,635674609,13.1,4.3,6.3,Action
1670,2015,635674609,13.1,6.1,6.3,Action
1671,2015,635674609,13.1,6.3,6.3,Action
1674,2015,635674609,13.1,5.3,6.3,Action
1678,2015,635674609,13.1,5.0,6.3,Action
1679,2015,635674609,13.1,5.6,6.3,Action
1682,2015,635674609,13.1,6.4,6.3,Action
1683,2015,635674609,13.1,6.0,6.3,Action
1684,2015,635674609,13.1,4.4,6.3,Action
1685,2015,635674609,13.1,7.8,6.3,Action
1686,2015,635674609,13.1,7.3,6.3,Action
1692,2015,635674609,13.1,7.1,6.3,Action
1694,2015,635674609,13.1,7.9,6.3,Action
1697,2015,635674609,13.1,5.5,6.3,Action
1699,2015,635674609,13.1,4.9,6.3,Action
1703,2015,635674609,13.1,6.9,6.3,Action
1707,2015,635674609,13.1,4.1,6.3,Action
1710,2015,635674609,13.1,7.6,6.3,Action
1713,2015,635674609,13.1,8.4,6.3,Action
1715,2015,635674609,13.1,7.7,6.3,Action
1721,2015,635674609,13.1,5.1,6.3,Action
1736,2015,635674609,13.1,4.0,6.3,Action
1746,2015,635674609,13.1,6.2,6.3,Action
1751,2015,635674609,13.1,5.7,6.3,Action
1771,2015,635674609,13.1,2.8,6.3,Action
1776,2015,635674609,13.1,5.2,6.3,Action
1794,2015,635674609,13.1,4.6,6.3,Action
1797,2015,635674609,13.1,4.2,6.3,Action
1799,2015,635674609,13.1,8.6,6.3,Action
1800,2015,635674609,13.1,3.4,6.3,Action
1801,2015,635674609,13.1,5.9,6.3,Action
1806,2015,635674609,13.1,3.5,6.3,Action
1811,2015,635674609,13.1,3.9,6.3,Action
1819,2015,635674609,13.1,4.8,6.3,Action
1839,2015,635674609,13.1,8.2,6.3,Action
1840,2015,635674609,13.1,3.1,6.3,Action
1841,2015,635674609,13.1,3.3,6.3,Action
1842,2015,635674609,13.1,3.6,6.3,Action
1853,2015,635674609,13.1,3.2,6.3,Action
1860,2015,635674609,13.1,2.2,6.3,Action
1878,2015,635674609,13.1,6.8,6.3,Adventure
1879,2015,635674609,13.1,7.5,6.3,Adventure
1880,2015,635674609,13.1,7.0,6.3,Adventure
1881,2015,635674609,13.1,7.2,6.3,Adventure
1883,2015,635674609,13.1,5.4,6.3,Adventure
1884,2015,635674609,13.1,8.3,6.3,Adventure
1885,2015,635674609,13.1,4.5,6.3,Adventure
1886,2015,635674609,13.1,6.5,6.3,Adventure
1887,2015,635674609,13.1,6.6,6.3,Adventure
1889,2015,635674609,13.1,8.1,6.3,Adventure
1890,2015,635674609,13.1,7.4,6.3,Adventure
1891,2015,635674609,13.1,5.8,6.3,Adventure
1894,2015,635674609,13.1,6.7,6.3,Adventure
1895,2015,635674609,13.1,4.3,6.3,Adventure
1896,2015,635674609,13.1,6.1,6.3,Adventure
1897,2015,635674609,13.1,6.3,6.3,Adventure
1900,2015,635674609,13.1,5.3,6.3,Adventure
1904,2015,635674609,13.1,5.0,6.3,Adventure
1905,2015,635674609,13.1,5.6,6.3,Adventure
1908,2015,635674609,13.1,6.4,6.3,Adventure
1909,2015,635674609,13.1,6.0,6.3,Adventure
1910,2015,635674609,13.1,4.4,6.3,Adventure
1911,2015,635674609,13.1,7.8,6.3,Adventure
1912,2015,635674609,13.1,7.3,6.3,Adventure
1918,2015,635674609,13.1,7.1,6.3,Adventure
1920,2015,635674609,13.1,7.9,6.3,Adventure
1923,2015,635674609,13.1,5.5,6.3,Adventure
1925,2015,635674609,13.1,4.9,6.3,Adventure
1929,2015,635674609,13.1,6.9,6.3,Adventure
1933,2015,635674609,13.1,4.1,6.3,Adventure
1936,2015,635674609,13.1,7.6,6.3,Adventure
1939,2015,635674609,13.1,8.4,6.3,Adventure
1941,2015,635674609,13.1,7.7,6.3,Adventure
1947,2015,635674609,13.1,5.1,6.3,Adventure
1962,2015,635674609,13.1,4.0,6.3,Adventure
1972,2015,635674609,13.1,6.2,6.3,Adventure
1977,2015,635674609,13.1,5.7,6.3,Adventure
1997,2015,635674609,13.1,2.8,6.3,Adventure
2002,2015,635674609,13.1,5.2,6.3,Adventure
2020,2015,635674609,13.1,4.6,6.3,Adventure
2023,2015,635674609,13.1,4.2,6.3,Adventure
2025,2015,635674609,13.1,8.6,6.3,Adventure
2026,2015,635674609,13.1,3.4,6.3,Adventure
2027,2015,635674609,13.1,5.9,6.3,Adventure
2032,2015,635674609,13.1,3.5,6.3,Adventure
2037,2015,635674609,13.1,3.9,6.3,Adventure
2045,2015,635674609,13.1,4.8,6.3,Adventure
2065,2015,635674609,13.1,8.2,6.3,Adventure
2066,2015,635674609,13.1,3.1,6.3,Adventure
2067,2015,635674609,13.1,3.3,6.3,Adventure
2068,2015,635674609,13.1,3.6,6.3,Adventure
2079,2015,635674609,13.1,3.2,6.3,Adventure
2086,2015,635674609,13.1,2.2,6.3,Adventure
2104,2015,635674609,13.1,6.8,6.3,Crime
2105,2015,635674609,13.1,7.5,6.3,Crime
2106,2015,635674609,13.1,7.0,6.3,Crime
2107,2015,635674609,13.1,7.2,6.3,Crime
2109,2015,635674609,13.1,5.4,6.3,Crime
2110,2015,635674609,13.1,8.3,6.3,Crime
2111,2015,635674609,13.1,4.5,6.3,Crime
2112,2015,635674609,13.1,6.5,6.3,Crime
2113,2015,635674609,13.1,6.6,6.3,Crime
2115,2015,635674609,13.1,8.1,6.3,Crime
2116,2015,635674609,13.1,7.4,6.3,Crime
2117,2015,635674609,13.1,5.8,6.3,Crime
2120,2015,635674609,13.1,6.7,6.3,Crime
2121,2015,635674609,13.1,4.3,6.3,Crime
2122,2015,635674609,13.1,6.1,6.3,Crime
2123,2015,635674609,13.1,6.3,6.3,Crime
2126,2015,635674609,13.1,5.3,6.3,Crime
2130,2015,635674609,13.1,5.0,6.3,Crime
2131,2015,635674609,13.1,5.6,6.3,Crime
2134,2015,635674609,13.1,6.4,6.3,Crime
2135,2015,635674609,13.1,6.0,6.3,Crime
2136,2015,635674609,13.1,4.4,6.3,Crime
2137,2015,635674609,13.1,7.8,6.3,Crime
2138,2015,635674609,13.1,7.3,6.3,Crime
2144,2015,635674609,13.1,7.1,6.3,Crime
2146,2015,635674609,13.1,7.9,6.3,Crime
2149,2015,635674609,13.1,5.5,6.3,Crime
2151,2015,635674609,13.1,4.9,6.3,Crime
2155,2015,635674609,13.1,6.9,6.3,Crime
2159,2015,635674609,13.1,4.1,6.3,Crime
2162,2015,635674609,13.1,7.6,6.3,Crime
2165,2015,635674609,13.1,8.4,6.3,Crime
2167,2015,635674609,13.1,7.7,6.3,Crime
2173,2015,635674609,13.1,5.1,6.3,Crime
2188,2015,635674609,13.1,4.0,6.3,Crime
2198,2015,635674609,13.1,6.2,6.3,Crime
2203,2015,635674609,13.1,5.7,6.3,Crime
2223,2015,635674609,13.1,2.8,6.3,Crime
2228,2015,635674609,13.1,5.2,6.3,Crime
2246,2015,635674609,13.1,4.6,6.3,Crime
2249,2015,635674609,13.1,4.2,6.3,Crime
2251,2015,635674609,13.1,8.6,6.3,Crime
2252,2015,635674609,13.1,3.4,6.3,Crime
2253,2015,635674609,13.1,5.9,6.3,Crime
2258,2015,635674609,13.1,3.5,6.3,Crime
2263,2015,635674609,13.1,3.9,6.3,Crime
2271,2015,635674609,13.1,4.8,6.3,Crime
2291,2015,635674609,13.1,8.2,6.3,Crime
2292,2015,635674609,13.1,3.1,6.3,Crime
2293,2015,635674609,13.1,3.3,6.3,Crime
2294,2015,635674609,13.1,3.6,6.3,Crime
2305,2015,635674609,13.1,3.2,6.3,Crime
2312,2015,635674609,13.1,2.2,6.3,Crime
2330,2012,834939099,13.7,8.5,7.6,Action
2331,2012,834939099,13.7,6.6,7.6,Action
2332,2012,834939099,13.7,8.1,7.6,Action
2333,2012,834939099,13.7,6.8,7.6,Action
2334,2012,834939099,13.7,7.0,7.6,Action
2335,2012,834939099,13.7,5.9,7.6,Action
2336,2012,834939099,13.7,7.8,7.6,Action
2337,2012,834939099,13.7,7.2,7.6,Action
2338,2012,834939099,13.7,6.1,7.6,Action
2340,2012,834939099,13.7,7.9,7.6,Action
2341,2012,834939099,13.7,5.8,7.6,Action
2342,2012,834939099,13.7,6.2,7.6,Action
2343,2012,834939099,13.7,6.9,7.6,Action
2344,2012,834939099,13.7,7.3,7.6,Action
2345,2012,834939099,13.7,5.5,7.6,Action
2347,2012,834939099,13.7,6.7,7.6,Action
