,year,gross,popularity,imdb_score,vote_average,genre
232873,2004,539442092,9.8,4.5,7.4,Family
232879,2004,539442092,9.8,4.6,7.4,Family
232885,2004,539442092,9.8,8.2,7.4,Family
232893,2004,539442092,9.8,8.3,7.4,Family
232897,2004,539442092,9.8,1.9,7.4,Family
232909,2004,539442092,9.8,3.6,7.4,Family
232910,2004,539442092,9.8,4.4,7.4,Family
232937,2004,539442092,9.8,3.5,7.4,Family
232996,1995,-87982678,1.8,6.1,5.7,Action
232997,1995,-87982678,1.8,5.4,5.7,Action
232998,1995,-87982678,1.8,5.6,5.7,Action
232999,1995,-87982678,1.8,7.6,5.7,Action
233000,1995,-87982678,1.8,5.9,5.7,Action
233001,1995,-87982678,1.8,8.4,5.7,Action
233004,1995,-87982678,1.8,6.8,5.7,Action
233005,1995,-87982678,1.8,7.2,5.7,Action
233007,1995,-87982678,1.8,6.6,5.7,Action
233008,1995,-87982678,1.8,6.0,5.7,Action
233009,1995,-87982678,1.8,7.3,5.7,Action
233010,1995,-87982678,1.8,8.2,5.7,Action
233011,1995,-87982678,1.8,5.0,5.7,Action
233013,1995,-87982678,1.8,6.3,5.7,Action
233014,1995,-87982678,1.8,5.1,5.7,Action
233017,1995,-87982678,1.8,7.1,5.7,Action
233018,1995,-87982678,1.8,4.6,5.7,Action
233020,1995,-87982678,1.8,6.2,5.7,Action
233021,1995,-87982678,1.8,5.8,5.7,Action
233023,1995,-87982678,1.8,6.4,5.7,Action
233025,1995,-87982678,1.8,6.9,5.7,Action
233026,1995,-87982678,1.8,8.3,5.7,Action
233028,1995,-87982678,1.8,8.6,5.7,Action
233030,1995,-87982678,1.8,5.5,5.7,Action
233032,1995,-87982678,1.8,5.2,5.7,Action
233034,1995,-87982678,1.8,7.5,5.7,Action
233040,1995,-87982678,1.8,7.7,5.7,Action
233042,1995,-87982678,1.8,4.5,5.7,Action
233043,1995,-87982678,1.8,5.7,5.7,Action
233045,1995,-87982678,1.8,6.7,5.7,Action
233054,1995,-87982678,1.8,4.9,5.7,Action
233059,1995,-87982678,1.8,8.1,5.7,Action
233060,1995,-87982678,1.8,7.0,5.7,Action
233063,1995,-87982678,1.8,6.5,5.7,Action
233066,1995,-87982678,1.8,6.1,5.7,Adventure
233067,1995,-87982678,1.8,5.4,5.7,Adventure
233068,1995,-87982678,1.8,5.6,5.7,Adventure
233069,1995,-87982678,1.8,7.6,5.7,Adventure
233070,1995,-87982678,1.8,5.9,5.7,Adventure
233071,1995,-87982678,1.8,8.4,5.7,Adventure
233074,1995,-87982678,1.8,6.8,5.7,Adventure
233075,1995,-87982678,1.8,7.2,5.7,Adventure
233077,1995,-87982678,1.8,6.6,5.7,Adventure
233078,1995,-87982678,1.8,6.0,5.7,Adventure
233079,1995,-87982678,1.8,7.3,5.7,Adventure
233080,1995,-87982678,1.8,8.2,5.7,Adventure
233081,1995,-87982678,1.8,5.0,5.7,Adventure
233083,1995,-87982678,1.8,6.3,5.7,Adventure
233084,1995,-87982678,1.8,5.1,5.7,Adventure
233087,1995,-87982678,1.8,7.1,5.7,Adventure
233088,1995,-87982678,1.8,4.6,5.7,Adventure
233090,1995,-87982678,1.8,6.2,5.7,Adventure
233091,1995,-87982678,1.8,5.8,5.7,Adventure
233093,1995,-87982678,1.8,6.4,5.7,Adventure
233095,1995,-87982678,1.8,6.9,5.7,Adventure
233096,1995,-87982678,1.8,8.3,5.7,Adventure
233098,1995,-87982678,1.8,8.6,5.7,Adventure
233100,1995,-87982678,1.8,5.5,5.7,Adventure
233102,1995,-87982678,1.8,5.2,5.7,Adventure
233104,1995,-87982678,1.8,7.5,5.7,Adventure
233110,1995,-87982678,1.8,7.7,5.7,Adventure
233112,1995,-87982678,1.8,4.5,5.7,Adventure
233113,1995,-87982678,1.8,5.7,5.7,Adventure
233115,1995,-87982678,1.8,6.7,5.7,Adventure
233124,1995,-87982678,1.8,4.9,5.7,Adventure
233129,1995,-87982678,1.8,8.1,5.7,Adventure
233130,1995,-87982678,1.8,7.0,5.7,Adventure
233133,1995,-87982678,1.8,6.5,5.7,Adventure
233136,2010,131497209,7.9,7.8,6.0,Adventure
233137,2010,131497209,7.9,6.7,6.0,Adventure
233138,2010,131497209,7.9,6.5,6.0,Adventure
233139,2010,131497209,7.9,6.8,6.0,Adventure
233140,2010,131497209,7.9,8.3,6.0,Adventure
233141,2010,131497209,7.9,6.6,6.0,Adventure
233142,2010,131497209,7.9,7.0,6.0,Adventure
233143,2010,131497209,7.9,6.4,6.0,Adventure
233144,2010,131497209,7.9,8.2,6.0,Adventure
233145,2010,131497209,7.9,8.8,6.0,Adventure
233146,2010,131497209,7.9,6.1,6.0,Adventure
233147,2010,131497209,7.9,6.3,6.0,Adventure
233148,2010,131497209,7.9,5.8,6.0,Adventure
233149,2010,131497209,7.9,4.2,6.0,Adventure
233151,2010,131497209,7.9,7.3,6.0,Adventure
233154,2010,131497209,7.9,5.3,6.0,Adventure
233156,2010,131497209,7.9,4.9,6.0,Adventure
233157,2010,131497209,7.9,5.5,6.0,Adventure
233159,2010,131497209,7.9,6.0,6.0,Adventure
233161,2010,131497209,7.9,6.9,6.0,Adventure
233162,2010,131497209,7.9,4.3,6.0,Adventure
233163,2010,131497209,7.9,5.9,6.0,Adventure
233165,2010,131497209,7.9,4.4,6.0,Adventure
233166,2010,131497209,7.9,7.5,6.0,Adventure
233169,2010,131497209,7.9,8.1,6.0,Adventure
233171,2010,131497209,7.9,4.6,6.0,Adventure
233173,2010,131497209,7.9,5.4,6.0,Adventure
233176,2010,131497209,7.9,7.7,6.0,Adventure
233179,2010,131497209,7.9,5.7,6.0,Adventure
233180,2010,131497209,7.9,7.1,6.0,Adventure
233190,2010,131497209,7.9,4.7,6.0,Adventure
233191,2010,131497209,7.9,7.2,6.0,Adventure
233199,2010,131497209,7.9,7.6,6.0,Adventure
233200,2010,131497209,7.9,5.6,6.0,Adventure
233206,2010,131497209,7.9,3.8,6.0,Adventure
233208,2010,131497209,7.9,6.2,6.0,Adventure
233214,2010,131497209,7.9,7.4,6.0,Adventure
233220,2010,131497209,7.9,5.2,6.0,Adventure
233224,2010,131497209,7.9,4.8,6.0,Adventure
233238,2010,131497209,7.9,3.5,6.0,Adventure
233245,2010,131497209,7.9,5.1,6.0,Adventure
233255,2010,131497209,7.9,8.0,6.0,Adventure
233267,2010,131497209,7.9,3.6,6.0,Adventure
233275,2010,131497209,7.9,7.9,6.0,Adventure
233307,2010,131497209,7.9,3.4,6.0,Adventure
233349,2010,131497209,7.9,2.7,6.0,Adventure
233351,2010,131497209,7.9,3.0,6.0,Adventure
233364,2010,131497209,7.9,3.9,6.0,Adventure
233366,2010,131497209,7.9,7.8,6.0,Fantasy
233367,2010,131497209,7.9,6.7,6.0,Fantasy
233368,2010,131497209,7.9,6.5,6.0,Fantasy
233369,2010,131497209,7.9,6.8,6.0,Fantasy
233370,2010,131497209,7.9,8.3,6.0,Fantasy
233371,2010,131497209,7.9,6.6,6.0,Fantasy
233372,2010,131497209,7.9,7.0,6.0,Fantasy
233373,2010,131497209,7.9,6.4,6.0,Fantasy
233374,2010,131497209,7.9,8.2,6.0,Fantasy
233375,2010,131497209,7.9,8.8,6.0,Fantasy
233376,2010,131497209,7.9,6.1,6.0,Fantasy
233377,2010,131497209,7.9,6.3,6.0,Fantasy
233378,2010,131497209,7.9,5.8,6.0,Fantasy
233379,2010,131497209,7.9,4.2,6.0,Fantasy
233381,2010,131497209,7.9,7.3,6.0,Fantasy
233384,2010,131497209,7.9,5.3,6.0,Fantasy
233386,2010,131497209,7.9,4.9,6.0,Fantasy
233387,2010,131497209,7.9,5.5,6.0,Fantasy
233389,2010,131497209,7.9,6.0,6.0,Fantasy
233391,2010,131497209,7.9,6.9,6.0,Fantasy
233392,2010,131497209,7.9,4.3,6.0,Fantasy
233393,2010,131497209,7.9,5.9,6.0,Fantasy
233395,2010,131497209,7.9,4.4,6.0,Fantasy
233396,2010,131497209,7.9,7.5,6.0,Fantasy
233399,2010,131497209,7.9,8.1,6.0,Fantasy
233401,2010,131497209,7.9,4.6,6.0,Fantasy
233403,2010,131497209,7.9,5.4,6.0,Fantasy
233406,2010,131497209,7.9,7.7,6.0,Fantasy
233409,2010,131497209,7.9,5.7,6.0,Fantasy
233410,2010,131497209,7.9,7.1,6.0,Fantasy
233420,2010,131497209,7.9,4.7,6.0,Fantasy
233421,2010,131497209,7.9,7.2,6.0,Fantasy
233429,2010,131497209,7.9,7.6,6.0,Fantasy
233430,2010,131497209,7.9,5.6,6.0,Fantasy
233436,2010,131497209,7.9,3.8,6.0,Fantasy
233438,2010,131497209,7.9,6.2,6.0,Fantasy
233444,2010,131497209,7.9,7.4,6.0,Fantasy
233450,2010,131497209,7.9,5.2,6.0,Fantasy
233454,2010,131497209,7.9,4.8,6.0,Fantasy
233468,2010,131497209,7.9,3.5,6.0,Fantasy
233475,2010,131497209,7.9,5.1,6.0,Fantasy
233485,2010,131497209,7.9,8.0,6.0,Fantasy
233497,2010,131497209,7.9,3.6,6.0,Fantasy
233505,2010,131497209,7.9,7.9,6.0,Fantasy
233537,2010,131497209,7.9,3.4,6.0,Fantasy
233579,2010,131497209,7.9,2.7,6.0,Fantasy
233581,2010,131497209,7.9,3.0,6.0,Fantasy
233594,2010,131497209,7.9,3.9,6.0,Fantasy
233596,2010,131497209,7.9,7.8,6.0,Family
233597,2010,131497209,7.9,6.7,6.0,Family
233598,2010,131497209,7.9,6.5,6.0,Family
233599,2010,131497209,7.9,6.8,6.0,Family
233600,2010,131497209,7.9,8.3,6.0,Family
233601,2010,131497209,7.9,6.6,6.0,Family
233602,2010,131497209,7.9,7.0,6.0,Family
233603,2010,131497209,7.9,6.4,6.0,Family
233604,2010,131497209,7.9,8.2,6.0,Family
233605,2010,131497209,7.9,8.8,6.0,Family
233606,2010,131497209,7.9,6.1,6.0,Family
233607,2010,131497209,7.9,6.3,6.0,Family
233608,2010,131497209,7.9,5.8,6.0,Family
233609,2010,131497209,7.9,4.2,6.0,Family
233611,2010,131497209,7.9,7.3,6.0,Family
233614,2010,131497209,7.9,5.3,6.0,Family
233616,2010,131497209,7.9,4.9,6.0,Family
233617,2010,131497209,7.9,5.5,6.0,Family
233619,2010,131497209,7.9,6.0,6.0,Family
233621,2010,131497209,7.9,6.9,6.0,Family
233622,2010,131497209,7.9,4.3,6.0,Family
233623,2010,131497209,7.9,5.9,6.0,Family
233625,2010,131497209,7.9,4.4,6.0,Family
233626,2010,131497209,7.9,7.5,6.0,Family
233629,2010,131497209,7.9,8.1,6.0,Family
233631,2010,131497209,7.9,4.6,6.0,Family
233633,2010,131497209,7.9,5.4,6.0,Family
233636,2010,131497209,7.9,7.7,6.0,Family
233639,2010,131497209,7.9,5.7,6.0,Family
233640,2010,131497209,7.9,7.1,6.0,Family
233650,2010,131497209,7.9,4.7,6.0,Family
233651,2010,131497209,7.9,7.2,6.0,Family
233659,2010,131497209,7.9,7.6,6.0,Family
233660,2010,131497209,7.9,5.6,6.0,Family
233666,2010,131497209,7.9,3.8,6.0,Family
233668,2010,131497209,7.9,6.2,6.0,Family
233674,2010,131497209,7.9,7.4,6.0,Family
233680,2010,131497209,7.9,5.2,6.0,Family
233684,2010,131497209,7.9,4.8,6.0,Family
233698,2010,131497209,7.9,3.5,6.0,Family
233705,2010,131497209,7.9,5.1,6.0,Family
233715,2010,131497209,7.9,8.0,6.0,Family
233727,2010,131497209,7.9,3.6,6.0,Family
233735,2010,131497209,7.9,7.9,6.0,Family
233767,2010,131497209,7.9,3.4,6.0,Family
233809,2010,131497209,7.9,2.7,6.0,Family
233811,2010,131497209,7.9,3.0,6.0,Family
233824,2010,131497209,7.9,3.9,6.0,Family
233826,1997,499390539,12.8,7.7,6.9,Action
233827,1997,499390539,12.8,3.7,6.9,Action
233828,1997,499390539,12.8,5.8,6.9,Action
233829,1997,499390539,12.8,6.5,6.9,Action
233831,1997,499390539,12.8,7.2,6.9,Action
233832,1997,499390539,12.8,7.3,6.9,Action
233835,1997,499390539,12.8,7.4,6.9,Action
233836,1997,499390539,12.8,6.2,6.9,Action
233837,1997,499390539,12.8,5.4,6.9,Action
233838,1997,499390539,12.8,6.1,6.9,Action
233839,1997,499390539,12.8,6.4,6.9,Action
233841,1997,499390539,12.8,6.8,6.9,Action
233842,1997,499390539,12.8,5.2,6.9,Action
233843,1997,499390539,12.8,6.7,6.9,Action
233844,1997,499390539,12.8,7.0,6.9,Action
233845,1997,499390539,12.8,6.9,6.9,Action
233846,1997,499390539,12.8,6.0,6.9,Action
233849,1997,499390539,12.8,6.3,6.9,Action
233851,1997,499390539,12.8,5.7,6.9,Action
233853,1997,499390539,12.8,7.5,6.9,Action
233855,1997,499390539,12.8,4.7,6.9,Action
233856,1997,499390539,12.8,7.1,6.9,Action
233860,1997,499390539,12.8,7.8,6.9,Action
233861,1997,499390539,12.8,5.9,6.9,Action
233865,1997,499390539,12.8,4.6,6.9,Action
233866,1997,499390539,12.8,4.9,6.9,Action
233873,1997,499390539,12.8,8.3,6.9,Action
233876,1997,499390539,12.8,6.6,6.9,Action
233888,1997,499390539,12.8,3.3,6.9,Action
233893,1997,499390539,12.8,8.4,6.9,Action
233896,1997,499390539,12.8,5.6,6.9,Action
233897,1997,499390539,12.8,2.8,6.9,Action
233901,1997,499390539,12.8,7.9,6.9,Action
233904,1997,499390539,12.8,5.3,6.9,Action
233910,1997,499390539,12.8,3.5,6.9,Action
233922,1997,499390539,12.8,5.1,6.9,Action
233935,1997,499390539,12.8,5.5,6.9,Action
233940,1997,499390539,12.8,8.5,6.9,Action
233944,1997,499390539,12.8,7.7,6.9,Adventure
233945,1997,499390539,12.8,3.7,6.9,Adventure
233946,1997,499390539,12.8,5.8,6.9,Adventure
233947,1997,499390539,12.8,6.5,6.9,Adventure
233949,1997,499390539,12.8,7.2,6.9,Adventure
233950,1997,499390539,12.8,7.3,6.9,Adventure
233953,1997,499390539,12.8,7.4,6.9,Adventure
233954,1997,499390539,12.8,6.2,6.9,Adventure
233955,1997,499390539,12.8,5.4,6.9,Adventure
233956,1997,499390539,12.8,6.1,6.9,Adventure
233957,1997,499390539,12.8,6.4,6.9,Adventure
233959,1997,499390539,12.8,6.8,6.9,Adventure
233960,1997,499390539,12.8,5.2,6.9,Adventure
233961,1997,499390539,12.8,6.7,6.9,Adventure
233962,1997,499390539,12.8,7.0,6.9,Adventure
233963,1997,499390539,12.8,6.9,6.9,Adventure
233964,1997,499390539,12.8,6.0,6.9,Adventure
233967,1997,499390539,12.8,6.3,6.9,Adventure
233969,1997,499390539,12.8,5.7,6.9,Adventure
233971,1997,499390539,12.8,7.5,6.9,Adventure
233973,1997,499390539,12.8,4.7,6.9,Adventure
233974,1997,499390539,12.8,7.1,6.9,Adventure
233978,1997,499390539,12.8,7.8,6.9,Adventure
233979,1997,499390539,12.8,5.9,6.9,Adventure
233983,1997,499390539,12.8,4.6,6.9,Adventure
233984,1997,499390539,12.8,4.9,6.9,Adventure
233991,1997,499390539,12.8,8.3,6.9,Adventure
233994,1997,499390539,12.8,6.6,6.9,Adventure
234006,1997,499390539,12.8,3.3,6.9,Adventure
234011,1997,499390539,12.8,8.4,6.9,Adventure
234014,1997,499390539,12.8,5.6,6.9,Adventure
234015,1997,499390539,12.8,2.8,6.9,Adventure
234019,1997,499390539,12.8,7.9,6.9,Adventure
234022,1997,499390539,12.8,5.3,6.9,Adventure
234028,1997,499390539,12.8,3.5,6.9,Adventure
234040,1997,499390539,12.8,5.1,6.9,Adventure
234053,1997,499390539,12.8,5.5,6.9,Adventure
234058,1997,499390539,12.8,8.5,6.9,Adventure
234062,1997,499390539,12.8,7.7,6.9,Comedy
234063,1997,499390539,12.8,3.7,6.9,Comedy
234064,1997,499390539,12.8,5.8,6.9,Comedy
234065,1997,499390539,12.8,6.5,6.9,Comedy
234067,1997,499390539,12.8,7.2,6.9,Comedy
234068,1997,499390539,12.8,7.3,6.9,Comedy
234071,1997,499390539,12.8,7.4,6.9,Comedy
234072,1997,499390539,12.8,6.2,6.9,Comedy
234073,1997,499390539,12.8,5.4,6.9,Comedy
234074,1997,499390539,12.8,6.1,6.9,Comedy
234075,1997,499390539,12.8,6.4,6.9,Comedy
234077,1997,499390539,12.8,6.8,6.9,Comedy
234078,1997,499390539,12.8,5.2,6.9,Comedy
234079,1997,499390539,12.8,6.7,6.9,Comedy
234080,1997,499390539,12.8,7.0,6.9,Comedy
234081,1997,499390539,12.8,6.9,6.9,Comedy
234082,1997,499390539,12.8,6.0,6.9,Comedy
234085,1997,499390539,12.8,6.3,6.9,Comedy
234087,1997,499390539,12.8,5.7,6.9,Comedy
234089,1997,499390539,12.8,7.5,6.9,Comedy
234091,1997,499390539,12.8,4.7,6.9,Comedy
234092,1997,499390539,12.8,7.1,6.9,Comedy
234096,1997,499390539,12.8,7.8,6.9,Comedy
234097,1997,499390539,12.8,5.9,6.9,Comedy
234101,1997,499390539,12.8,4.6,6.9,Comedy
234102,1997,499390539,12.8,4.9,6.9,Comedy
234109,1997,499390539,12.8,8.3,6.9,Comedy
234112,1997,499390539,12.8,6.6,6.9,Comedy
234124,1997,499390539,12.8,3.3,6.9,Comedy
234129,1997,499390539,12.8,8.4,6.9,Comedy
234132,1997,499390539,12.8,5.6,6.9,Comedy
234133,1997,499390539,12.8,2.8,6.9,Comedy
234137,1997,499390539,12.8,7.9,6.9,Comedy
234140,1997,499390539,12.8,5.3,6.9,Comedy
234146,1997,499390539,12.8,3.5,6.9,Comedy
234158,1997,499390539,12.8,5.1,6.9,Comedy
234171,1997,499390539,12.8,5.5,6.9,Comedy
234176,1997,499390539,12.8,8.5,6.9,Comedy
234180,1997,499390539,12.8,7.7,6.9,Science Fiction
234181,1997,499390539,12.8,3.7,6.9,Science Fiction
234182,1997,499390539,12.8,5.8,6.9,Science Fiction
234183,1997,499390539,12.8,6.5,6.9,Science Fiction
234185,1997,499390539,12.8,7.2,6.9,Science Fiction
234186,1997,499390539,12.8,7.3,6.9,Science Fiction
234189,1997,499390539,12.8,7.4,6.9,Science Fiction
234190,1997,499390539,12.8,6.2,6.9,Science Fiction
234191,1997,499390539,12.8,5.4,6.9,Science Fiction
234192,1997,499390539,12.8,6.1,6.9,Science Fiction
234193,1997,499390539,12.8,6.4,6.9,Science Fiction
234195,1997,499390539,12.8,6.8,6.9,Science Fiction
234196,1997,499390539,12.8,5.2,6.9,Science Fiction
234197,1997,499390539,12.8,6.7,6.9,Science Fiction
234198,1997,499390539,12.8,7.0,6.9,Science Fiction
234199,1997,499390539,12.8,6.9,6.9,Science Fiction
234200,1997,499390539,12.8,6.0,6.9,Science Fiction
234203,1997,499390539,12.8,6.3,6.9,Science Fiction
234205,1997,499390539,12.8,5.7,6.9,Science Fiction
234207,1997,499390539,12.8,7.5,6.9,Science Fiction
234209,1997,499390539,12.8,4.7,6.9,Science Fiction
234210,1997,499390539,12.8,7.1,6.9,Science Fiction
234214,1997,499390539,12.8,7.8,6.9,Science Fiction
234215,1997,499390539,12.8,5.9,6.9,Science Fiction
234219,1997,499390539,12.8,4.6,6.9,Science Fiction
234220,1997,499390539,12.8,4.9,6.9,Science Fiction
234227,1997,499390539,12.8,8.3,6.9,Science Fiction
234230,1997,499390539,12.8,6.6,6.9,Science Fiction
234242,1997,499390539,12.8,3.3,6.9,Science Fiction
234247,1997,499390539,12.8,8.4,6.9,Science Fiction
234250,1997,499390539,12.8,5.6,6.9,Science Fiction
234251,1997,499390539,12.8,2.8,6.9,Science Fiction
234255,1997,499390539,12.8,7.9,6.9,Science Fiction
234258,1997,499390539,12.8,5.3,6.9,Science Fiction
234264,1997,499390539,12.8,3.5,6.9,Science Fiction
234276,1997,499390539,12.8,5.1,6.9,Science Fiction
234289,1997,499390539,12.8,5.5,6.9,Science Fiction
234294,1997,499390539,12.8,8.5,6.9,Science Fiction
234298,1999,407366869,9.3,4.8,7.3,Animation
234299,1999,407366869,9.3,6.4,7.3,Animation
234300,1999,407366869,9.3,6.6,7.3,Animation
234301,1999,407366869,9.3,6.5,7.3,Animation
234302,1999,407366869,9.3,5.9,7.3,Animation
234303,1999,407366869,9.3,5.7,7.3,Animation
234304,1999,407366869,9.3,7.9,7.3,Animation
234305,1999,407366869,9.3,6.8,7.3,Animation
234306,1999,407366869,9.3,4.9,7.3,Animation
234307,1999,407366869,9.3,7.3,7.3,Animation
234308,1999,407366869,9.3,4.1,7.3,Animation
234309,1999,407366869,9.3,6.7,7.3,Animation
234310,1999,407366869,9.3,5.5,7.3,Animation
234311,1999,407366869,9.3,6.0,7.3,Animation
234313,1999,407366869,9.3,6.2,7.3,Animation
234314,1999,407366869,9.3,8.7,7.3,Animation
234316,1999,407366869,9.3,8.8,7.3,Animation
234317,1999,407366869,9.3,5.1,7.3,Animation
234318,1999,407366869,9.3,8.5,7.3,Animation
234319,1999,407366869,9.3,6.3,7.3,Animation
234321,1999,407366869,9.3,5.8,7.3,Animation
234323,1999,407366869,9.3,6.1,7.3,Animation
234326,1999,407366869,9.3,7.4,7.3,Animation
234327,1999,407366869,9.3,7.1,7.3,Animation
234330,1999,407366869,9.3,8.0,7.3,Animation
234336,1999,407366869,9.3,7.0,7.3,Animation
234337,1999,407366869,9.3,8.1,7.3,Animation
234342,1999,407366869,9.3,5.3,7.3,Animation
234346,1999,407366869,9.3,7.6,7.3,Animation
234354,1999,407366869,9.3,5.2,7.3,Animation
234359,1999,407366869,9.3,6.9,7.3,Animation
234367,1999,407366869,9.3,5.6,7.3,Animation
234373,1999,407366869,9.3,5.4,7.3,Animation
234375,1999,407366869,9.3,7.2,7.3,Animation
234377,1999,407366869,9.3,3.8,7.3,Animation
234379,1999,407366869,9.3,7.8,7.3,Animation
234380,1999,407366869,9.3,4.6,7.3,Animation
234392,1999,407366869,9.3,8.4,7.3,Animation
234399,1999,407366869,9.3,5.0,7.3,Animation
234403,1999,407366869,9.3,2.5,7.3,Animation
234425,1999,407366869,9.3,3.5,7.3,Animation
234432,1999,407366869,9.3,3.6,7.3,Animation
234437,1999,407366869,9.3,7.7,7.3,Animation
234451,1999,407366869,9.3,7.5,7.3,Animation
234453,1999,407366869,9.3,4.3,7.3,Animation
234466,1999,407366869,9.3,4.8,7.3,Comedy
234467,1999,407366869,9.3,6.4,7.3,Comedy
234468,1999,407366869,9.3,6.6,7.3,Comedy
234469,1999,407366869,9.3,6.5,7.3,Comedy
234470,1999,407366869,9.3,5.9,7.3,Comedy
234471,1999,407366869,9.3,5.7,7.3,Comedy
234472,1999,407366869,9.3,7.9,7.3,Comedy
234473,1999,407366869,9.3,6.8,7.3,Comedy
234474,1999,407366869,9.3,4.9,7.3,Comedy
234475,1999,407366869,9.3,7.3,7.3,Comedy
234476,1999,407366869,9.3,4.1,7.3,Comedy
234477,1999,407366869,9.3,6.7,7.3,Comedy
234478,1999,407366869,9.3,5.5,7.3,Comedy
234479,1999,407366869,9.3,6.0,7.3,Comedy
234481,1999,407366869,9.3,6.2,7.3,Comedy
234482,1999,407366869,9.3,8.7,7.3,Comedy
234484,1999,407366869,9.3,8.8,7.3,Comedy
234485,1999,407366869,9.3,5.1,7.3,Comedy
234486,1999,407366869,9.3,8.5,7.3,Comedy
234487,1999,407366869,9.3,6.3,7.3,Comedy
234489,1999,407366869,9.3,5.8,7.3,Comedy
234491,1999,407366869,9.3,6.1,7.3,Comedy
234494,1999,407366869,9.3,7.4,7.3,Comedy
234495,1999,407366869,9.3,7.1,7.3,Comedy
234498,1999,407366869,9.3,8.0,7.3,Comedy
234504,1999,407366869,9.3,7.0,7.3,Comedy
234505,1999,407366869,9.3,8.1,7.3,Comedy
234510,1999,407366869,9.3,5.3,7.3,Comedy
234514,1999,407366869,9.3,7.6,7.3,Comedy
234522,1999,407366869,9.3,5.2,7.3,Comedy
234527,1999,407366869,9.3,6.9,7.3,Comedy
234535,1999,407366869,9.3,5.6,7.3,Comedy
234541,1999,407366869,9.3,5.4,7.3,Comedy
234543,1999,407366869,9.3,7.2,7.3,Comedy
234545,1999,407366869,9.3,3.8,7.3,Comedy
234547,1999,407366869,9.3,7.8,7.3,Comedy
234548,1999,407366869,9.3,4.6,7.3,Comedy
234560,1999,407366869,9.3,8.4,7.3,Comedy
234567,1999,407366869,9.3,5.0,7.3,Comedy
234571,1999,407366869,9.3,2.5,7.3,Comedy
234593,1999,407366869,9.3,3.5,7.3,Comedy
234600,1999,407366869,9.3,3.6,7.3,Comedy
234605,1999,407366869,9.3,7.7,7.3,Comedy
234619,1999,407366869,9.3,7.5,7.3,Comedy
234621,1999,407366869,9.3,4.3,7.3,Comedy
234634,1999,407366869,9.3,4.8,7.3,Family
234635,1999,407366869,9.3,6.4,7.3,Family
234636,1999,407366869,9.3,6.6,7.3,Family
234637,1999,407366869,9.3,6.5,7.3,Family
234638,1999,407366869,9.3,5.9,7.3,Family
234639,1999,407366869,9.3,5.7,7.3,Family
234640,1999,407366869,9.3,7.9,7.3,Family
234641,1999,407366869,9.3,6.8,7.3,Family
234642,1999,407366869,9.3,4.9,7.3,Family
234643,1999,407366869,9.3,7.3,7.3,Family
234644,1999,407366869,9.3,4.1,7.3,Family
234645,1999,407366869,9.3,6.7,7.3,Family
234646,1999,407366869,9.3,5.5,7.3,Family
234647,1999,407366869,9.3,6.0,7.3,Family
234649,1999,407366869,9.3,6.2,7.3,Family
234650,1999,407366869,9.3,8.7,7.3,Family
234652,1999,407366869,9.3,8.8,7.3,Family
234653,1999,407366869,9.3,5.1,7.3,Family
234654,1999,407366869,9.3,8.5,7.3,Family
234655,1999,407366869,9.3,6.3,7.3,Family
234657,1999,407366869,9.3,5.8,7.3,Family
234659,1999,407366869,9.3,6.1,7.3,Family
234662,1999,407366869,9.3,7.4,7.3,Family
234663,1999,407366869,9.3,7.1,7.3,Family
234666,1999,407366869,9.3,8.0,7.3,Family
234672,1999,407366869,9.3,7.0,7.3,Family
234673,1999,407366869,9.3,8.1,7.3,Family
234678,1999,407366869,9.3,5.3,7.3,Family
234682,1999,407366869,9.3,7.6,7.3,Family
234690,1999,407366869,9.3,5.2,7.3,Family
234695,1999,407366869,9.3,6.9,7.3,Family
234703,1999,407366869,9.3,5.6,7.3,Family
234709,1999,407366869,9.3,5.4,7.3,Family
234711,1999,407366869,9.3,7.2,7.3,Family
234713,1999,407366869,9.3,3.8,7.3,Family
234715,1999,407366869,9.3,7.8,7.3,Family
234716,1999,407366869,9.3,4.6,7.3,Family
234728,1999,407366869,9.3,8.4,7.3,Family
234735,1999,407366869,9.3,5.0,7.3,Family
234739,1999,407366869,9.3,2.5,7.3,Family
234761,1999,407366869,9.3,3.5,7.3,Family
234768,1999,407366869,9.3,3.6,7.3,Family
234773,1999,407366869,9.3,7.7,7.3,Family
234787,1999,407366869,9.3,7.5,7.3,Family
234789,1999,407366869,9.3,4.3,7.3,Family
234802,2010,67805466,5.3,7.8,6.3,Action
234803,2010,67805466,5.3,6.7,6.3,Action
234804,2010,67805466,5.3,6.5,6.3,Action
234805,2010,67805466,5.3,6.8,6.3,Action
234806,2010,67805466,5.3,8.3,6.3,Action
234807,2010,67805466,5.3,6.6,6.3,Action
234808,2010,67805466,5.3,7.0,6.3,Action
234809,2010,67805466,5.3,6.4,6.3,Action
234810,2010,67805466,5.3,8.2,6.3,Action
234811,2010,67805466,5.3,8.8,6.3,Action
234812,2010,67805466,5.3,6.1,6.3,Action
234813,2010,67805466,5.3,6.3,6.3,Action
234814,2010,67805466,5.3,5.8,6.3,Action
234815,2010,67805466,5.3,4.2,6.3,Action
234817,2010,67805466,5.3,7.3,6.3,Action
234820,2010,67805466,5.3,5.3,6.3,Action
234822,2010,67805466,5.3,4.9,6.3,Action
234823,2010,67805466,5.3,5.5,6.3,Action
234825,2010,67805466,5.3,6.0,6.3,Action
